HOUR of YEAR,HOUR-MST,Avg Global Horizontal [W/m^2],Avg Avg Wind Speed @ 50m [m/s]
4315,19,88.9835,1.0735
4316,20,-2.7053,1.0462
4317,21,-9.3874,1.973
4318,22,-9.0036,3.0064
4319,23,-9.316,2.1203
4320,0,-8.8121,2.1084
4321,1,-8.768,1.7045
4322,2,-8.863,1.6704
4323,3,-8.7534,2.5066
4324,4,-9.0923,4.1124
4325,5,-4.5087,2.6238
4326,6,63.119,3.1312
4327,7,294.3252,1.4026
4328,8,464.0785,1.1102
4329,9,669.2368,1.4827
4330,10,843.3798,1.8733
4331,11,947.9468,2.1376
4332,12,1001.2232,2.4635
4333,13,999.2835,2.9098
4334,14,893.301,3.4541
4335,15,545.725,3.2668
4336,16,214.7685,7.1989
4337,17,221.2365,5.8714
4338,18,50.9346,6.7783
4339,19,4.5984,7.0841
4340,20,0.1936,3.4848
4341,21,-8.4181,5.1394
4342,22,-8.0615,4.997
4343,23,-9.8389,5.5547
4344,0,-8.5457,2.4246
4345,1,-8.4845,2.9623
4346,2,-9.8481,2.7382
4347,3,-8.2081,2.4859
4348,4,-7.4469,3.1981
4349,5,2.166,5.0228
4350,6,85.6962,4.9154
4351,7,299.1157,2.6399
4352,8,463.5242,2.0864
4353,9,667.4622,3.5852
4354,10,819.6145,2.8413
4355,11,936.8483,3.01
4356,12,964.3505,2.7812
4357,13,297.5975,2.44
4358,14,437.2243,1.7464
4359,15,115.379,3.2746
4360,16,413.1,5.1732
4361,17,388.4482,2.6128
4362,18,276.2652,2.5916
4363,19,81.1349,1.638
4364,20,-3.3109,2.6836
4365,21,-8.4929,3.341
4366,22,-8.6239,3.7066
4367,23,-7.8307,2.9098
4368,0,-8.059,2.4305
4369,1,-8.9431,2.0905
4370,2,-8.4803,3.2266
4371,3,-9.8294,5.3847
4372,4,-10.0265,7.7543
4373,5,-10.615,11.7947
4374,6,0.3621,8.5611
4375,7,8.7211,1.9448
4376,8,94.8425,3.586
4377,9,592.1608,6.4279
4378,10,818.6838,4.7004
4379,11,763.9207,1.4816
4380,12,689.5087,2.186
4381,13,554.3707,2.2327
4382,14,300.7058,2.1681
4383,15,491.339,2.8824
4384,16,392.6383,2.7806
4385,17,427.425,3.3532
4386,18,214.5034,2.6534
4387,19,-5.0224,6.7969
4388,20,4.2877,3.5323
4389,21,-8.0423,1.285
4390,22,-7.6355,2.7635
4391,23,-7.8185,3.5185
4392,0,-7.6803,3.8113
4393,1,-8.377,2.5624
4394,2,-6.5564,2.1134
4395,3,-8.3874,3.9389
4396,4,-8.8048,4.3404
4397,5,-3.3776,3.6992
4398,6,70.0966,3.9148
4399,7,230.4438,3.858
4400,8,424.653,3.369
4401,9,633.3552,2.914
4402,10,776.8863,2.6873
4403,11,898.4667,2.521
4404,12,985.2978,2.054
4405,13,1011.9803,2.1802
4406,14,956.0382,2.4069
4407,15,848.3233,1.8301
4408,16,680.6965,1.6304
4409,17,488.4628,1.8484
4410,18,295.7463,2.3536
4411,19,77.0838,1.47
4412,20,-1.079,1.3746
4413,21,-8.1251,3.9011
4414,22,-9.3555,4.2339
4415,23,-9.3463,3.2655
4416,0,-8.9813,2.8316
4417,1,-8.6333,3.4324
4418,2,-8.952,2.0674
4419,3,-8.8198,2.1603
4420,4,-8.8941,4.3973
4421,5,-4.1591,3.836
4422,6,82.5892,3.9529
4423,7,272.9985,1.0241
4424,8,465.6672,1.6359
4425,9,660.7142,1.7451
4426,10,821.1107,2.1562
4427,11,937.3797,2.4348
4428,12,749.1152,4.4872
4429,13,892.1545,3.4427
4430,14,501.8063,2.9975
4431,15,531.4287,2.5596
4432,16,83.9874,4.7613
4433,17,141.2036,2.9351
4434,18,50.821,4.5127
4435,19,-6.9515,9.8555
4436,20,-16.6159,8.9429
4437,21,-8.2392,10.0479
4438,22,-10.2285,10.1601
4439,23,-12.3124,6.1603
4440,0,-11.4535,5.0069
4441,1,-10.0071,4.414
4442,2,-9.3119,2.8357
4443,3,-7.7428,2.9006
4444,4,-8.4225,4.2308
4445,5,-2.7684,2.7194
4446,6,91.3765,3.6544
4447,7,248.5707,3.1386
4448,8,439.6382,1.7974
4449,9,631.0613,1.7467
4450,10,718.0572,4.4028
4451,11,789.693,1.99
4452,12,395.4662,3.6031
4453,13,41.7388,7.9883
4454,14,125.2636,5.6838
4455,15,127.3775,5.8136
4456,16,15.0486,12.1517
4457,17,181.3429,6.1713
4458,18,154.3408,2.628
4459,19,75.7899,4.3382
4460,20,-1.9487,2.367
4461,21,-9.9563,3.3214
4462,22,-9.2584,2.1639
4463,23,-8.2278,2.1035
4464,0,-6.5376,3.186
4465,1,-6.1956,2.521
4466,2,-7.062,3.3878
4467,3,-10.4995,3.06
4468,4,-8.9561,3.268
4469,5,-6.9915,2.2023
4470,6,-5.7576,1.9134
4471,7,5.8109,4.3698
4472,8,52.9725,4.5828
4473,9,116.8636,4.9462
4474,10,171.8662,3.3767
4475,11,239.3938,4.0226
4476,12,219.8012,2.3758
4477,13,192.4964,0.3288
4478,14,92.8587,0.6389
4479,15,87.9385,2.6923
4480,16,123.5942,2.8297
4481,17,57.3154,1.6736
4482,18,26.8272,2.3642
4483,19,31.943,2.3204
4484,20,-4.1709,2.7071
4485,21,-8.3697,1.6544
4486,22,-8.715,2.5544
4487,23,-8.5164,3.6112
4488,0,-8.3454,3.5857
4489,1,-8.6612,3.7836
4490,2,-8.5906,5.1622
4491,3,-7.2292,4.6515
4492,4,-5.669,3.1442
4493,5,-4.2987,2.045
4494,6,12.0865,0.7863
4495,7,34.1866,0.9228
4496,8,68.9212,1.3716
4497,9,86.7232,2.3528
4498,10,126.7008,2.3384
4499,11,158.0747,3.1059
4500,12,523.7802,2.9704
4501,13,268.5012,3.8902
4502,14,166.1938,4.1476
4503,15,254.6963,2.1504
4504,16,79.8065,1.9133
4505,17,217.8722,4.0537
4506,18,99.3094,2.2236
4507,19,5.1702,2.6437
4508,20,-5.4051,1.2679
4509,21,-8.5672,0.5255
4510,22,-7.4417,1.0484
4511,23,-5.6803,1.4775
4512,0,-6.3114,2.7554
4513,1,-5.1388,2.551
4514,2,-5.2026,1.9349
4515,3,-5.3873,2.8996
4516,4,-5.9069,3.1216
4517,5,-3.7788,2.6308
4518,6,32.6839,2.409
4519,7,64.7872,1.9143
4520,8,158.211,1.0314
4521,9,333.5868,1.7179
4522,10,472.1882,3.3558
4523,11,389.2142,4.6489
4524,12,114.9974,4.0687
4525,13,32.611,3.0659
4526,14,75.2433,3.6932
4527,15,126.1152,6.517
4528,16,104.2869,6.0507
4529,17,78.8486,4.1906
4530,18,49.2356,4.4389
4531,19,48.7185,2.0286
4532,20,-0.3621,1.3157
4533,21,-3.0572,0.3586
4534,22,-3.4808,0.7909
4535,23,-4.2385,2.6112
4536,0,-3.8335,2.0765
4537,1,-4.8256,1.6175
4538,2,-5.5418,2.6383
4539,3,-5.1851,1.8874
4540,4,-5.4706,1.5202
4541,5,-4.2171,1.2116
4542,6,32.7008,0.6323
4543,7,191.945,0.7483
4544,8,283.1988,1.2171
4545,9,530.0432,1.6776
4546,10,719.9423,2.6627
4547,11,712.1755,2.9482
4548,12,683.9212,1.8501
4549,13,792.9832,1.7582
4550,14,878.725,2.2685
4551,15,676.571,2.5662
4552,16,237.0376,2.8572
4553,17,34.5309,5.4953
4554,18,68.8143,7.8808
4555,19,81.0429,6.6334
4556,20,-3.5448,6.003
4557,21,-6.8075,3.2569
4558,22,-8.3419,6.8496
4559,23,-10.0251,6.4144
4560,0,-6.7468,3.4828
4561,1,-7.1575,2.6788
4562,2,-6.9275,3.2654
4563,3,-9.582,2.7981
4564,4,-8.5759,3.2379
4565,5,-5.5273,3.9772
4566,6,85.8216,3.049
4567,7,271.4797,5.0604
4568,8,470.8865,4.591
4569,9,653.871,3.5147
4570,10,817.7533,5.5543
4571,11,876.9308,6.1997
4572,12,910.9957,8.1662
4573,13,533.0248,7.6987
4574,14,855.871,5.5079
4575,15,908.8007,4.9083
4576,16,671.9917,6.2048
4577,17,314.314,3.4796
4578,18,200.4505,0.7539
4579,19,24.4239,1.7536
4580,20,-2.486,5.3729
4581,21,-12.6517,6.4362
4582,22,-9.8528,1.8217
4583,23,-9.4903,2.2868
4584,0,-8.7123,4.0447
4585,1,-9.3923,1.5477
4586,2,-8.166,2.6064
4587,3,-8.3536,1.839
4588,4,-7.775,1.7394
4589,5,-5.8303,2.4967
4590,6,85.4351,2.1604
4591,7,271.52,1.4495
4592,8,468.8268,3.0327
4593,9,651.9375,2.5341
4594,10,836.9425,4.2607
4595,11,894.8663,5.6501
4596,12,997.6413,4.4938
4597,13,882.6778,3.9586
4598,14,646.8218,3.4499
4599,15,469.8707,3.4179
4600,16,312.6194,3.7957
4601,17,128.6124,10.5892
4602,18,226.1946,10.4935
4603,19,126.583,5.8409
4604,20,-5.9839,4.9498
4605,21,-10.5813,4.0281
4606,22,-9.0241,5.117
4607,23,-8.8493,5.4726
4608,0,-8.6527,3.797
4609,1,-9.1607,3.1388
4610,2,-8.8316,3.0098
4611,3,-8.2232,2.3461
4612,4,-8.5043,2.3227
4613,5,-4.7589,6.966
4614,6,81.613,2.3208
4615,7,265.852,1.644
4616,8,471.6115,2.8267
4617,9,567.1543,2.4029
4618,10,654.9547,5.4881
4619,11,812.1083,5.6636
4620,12,1017.0057,4.5072
4621,13,1001.3782,5.2697
4622,14,935.9163,4.1217
4623,15,688.3412,4.3346
4624,16,459.025,4.2161
4625,17,415.017,3.2494
4626,18,205.8813,2.654
4627,19,63.5648,1.9468
4628,20,-2.5305,3.0692
4629,21,-8.9691,5.5643
4630,22,-11.0917,7.4995
4631,23,-11.8794,7.0088
4632,0,-10.9207,7.6968
4633,1,-10.7424,8.3938
4634,2,-10.3613,4.2142
4635,3,-9.6485,3.2297
4636,4,-9.3207,4.0524
4637,5,-5.6568,5.1405
4638,6,38.3655,4.5099
4639,7,121.0607,2.5711
4640,8,241.4845,1.1052
4641,9,337.6955,1.0378
4642,10,386.172,2.2491
4643,11,548.385,1.0783
4644,12,242.8164,3.0432
4645,13,54.2893,8.6261
4646,14,514.3436,6.4817
4647,15,551.3832,7.8863
4648,16,120.0033,6.653
4649,17,3.8277,6.8128
4650,18,0.8246,7.3959
4651,19,-1.9344,4.1842
4652,20,-5.693,4.1313
4653,21,-6.9663,4.5276
4654,22,-8.6604,5.3544
4655,23,-7.952,3.2029
4656,0,-9.138,3.285
4657,1,-8.2548,2.7326
4658,2,-9.8616,2.1769
4659,3,-9.4093,2.7223
4660,4,-8.7104,1.7881
4661,5,-6.0923,2.6435
4662,6,38.0165,4.4176
4663,7,215.0102,4.3022
4664,8,457.1258,1.7828
4665,9,631.3722,0.8426
4666,10,840.3223,1.6224
4667,11,969.8185,3.4145
4668,12,947.4452,4.5699
4669,13,500.5935,4.0159
4670,14,265.5735,3.8082
4671,15,351.0302,10.8316
4672,16,233.5131,9.6029
4673,17,37.4768,5.0074
4674,18,58.1597,4.3929
4675,19,9.2276,3.4351
4676,20,-4.1693,2.7676
4677,21,-7.4072,3.1499
4678,22,-7.4689,3.4186
4679,23,-6.0982,2.1397
4680,0,-7.5095,3.2412
4681,1,-8.0161,1.6947
4682,2,-9.1073,2.628
4683,3,-8.167,1.6271
4684,4,-8.0004,2.9842
4685,5,-5.3837,2.7525
4686,6,49.3022,1.6859
4687,7,263.743,0.7999
4688,8,456.6875,0.8144
4689,9,636.1077,1.2109
4690,10,800.551,2.2158
4691,11,919.1335,3.0141
4692,12,875.408,3.1343
4693,13,977.2275,2.0903
4694,14,820.4817,2.7893
4695,15,470.3067,3.8233
4696,16,276.5216,4.8535
4697,17,416.1058,3.1721
4698,18,199.8492,6.224
4699,19,65.8957,5.3468
4700,20,-0.1132,4.7263
4701,21,-10.5053,5.1216
4702,22,-9.784,6.027
4703,23,-11.6143,6.5002
4704,0,-8.5955,1.5929
4705,1,-7.6731,4.5358
4706,2,-10.0742,7.8807
4707,3,-11.7908,8.6713
4708,4,-11.6009,3.968
4709,5,-5.9387,4.0754
4710,6,75.5893,5.3537
4711,7,259.3127,5.0986
4712,8,456.9728,5.2522
4713,9,642.5548,3.1364
4714,10,811.7485,2.4866
4715,11,939.5397,4.641
4716,12,1006.9413,6.9998
4717,13,736.3773,5.908
4718,14,624.8475,6.6546
4719,15,850.9132,9.4279
4720,16,633.9602,5.81
4721,17,274.8986,5.7068
4722,18,209.5408,10.1754
4723,19,97.8503,7.9998
4724,20,-7.8564,10.1729
4725,21,-11.6164,6.1752
4726,22,-10.8837,6.1646
4727,23,-9.9369,5.0975
4728,0,-9.9902,5.4553
4729,1,-10.3364,6.0232
4730,2,-10.1196,3.9371
4731,3,-9.0815,1.4186
4732,4,-9.5571,2.1384
4733,5,-6.5923,2.2833
4734,6,74.1596,2.1554
4735,7,255.217,2.7649
4736,8,453.845,4.0047
4737,9,647.9225,3.7527
4738,10,684.7188,3.7242
4739,11,606.6095,3.4959
4740,12,851.0183,2.9046
4741,13,720.8222,3.5209
4742,14,412.0042,5.9617
4743,15,837.5342,11.6094
4744,16,669.8668,7.2459
4745,17,514.3402,4.5675
4746,18,320.8522,5.0343
4747,19,101.3699,3.1654
4748,20,-7.0807,2.4244
4749,21,-11.7913,5.4625
4750,22,-11.7676,6.3517
4751,23,-9.1577,3.5351
4752,0,-10.0597,1.5169
4753,1,-8.9718,3.3723
4754,2,-8.9332,4.0081
4755,3,-9.0671,4.4387
4756,4,-8.794,5.8541
4757,5,-7.339,6.4299
4758,6,71.5217,4.7134
4759,7,275.4475,3.7338
4760,8,470.4065,3.7028
4761,9,557.4865,2.1155
4762,10,765.3013,2.4536
4763,11,947.3083,3.4855
4764,12,1067.11,3.6686
4765,13,911.706,3.6358
4766,14,399.3015,6.2418
4767,15,489.264,6.1904
4768,16,98.9057,8.3966
4769,17,181.01,7.7579
4770,18,133.2672,2.4305
4771,19,104.0844,2.8167
4772,20,3.8813,1.0063
4773,21,-8.3969,2.8615
4774,22,-9.3925,4.9597
4775,23,-9.5805,6.1852
4776,0,-8.096,5.3359
4777,1,-7.7504,2.5567
4778,2,-8.2271,1.7709
4779,3,-8.1106,3.2737
4780,4,-7.3529,1.8633
4781,5,-4.8598,1.4323
4782,6,65.459,2.1711
4783,7,206.6062,2.6762
4784,8,173.9533,1.8754
4785,9,539.6853,3.0008
4786,10,812.8723,3.0951
4787,11,529.3777,1.7384
4788,12,380.371,1.5439
4789,13,413.3425,2.5325
4790,14,321.924,1.7743
4791,15,456.1417,4.709
4792,16,501.3218,5.0841
4793,17,263.0895,4.9423
4794,18,104.9909,4.4241
4795,19,43.1792,2.2066
4796,20,-3.244,4.1188
4797,21,-9.3267,4.6443
4798,22,-9.5256,5.6343
4799,23,-10.2107,6.6908
4800,0,-10.0243,5.8806
4801,1,-10.8065,6.6433
4802,2,-9.4912,4.6918
4803,3,-10.1356,5.8312
4804,4,-8.8061,4.0821
4805,5,-6.8719,4.0296
4806,6,70.6789,3.631
4807,7,252.3632,2.9403
4808,8,360.953,1.3176
4809,9,642.2718,1.4891
4810,10,795.355,2.2736
4811,11,934.5728,3.9453
4812,12,885.9858,3.8493
4813,13,850.7225,3.0085
4814,14,574.9777,2.5712
4815,15,257.3207,2.6962
4816,16,141.4825,3.2737
4817,17,175.86,5.5773
4818,18,32.986,9.0956
4819,19,13.0283,9.8257
4820,20,-6.3122,5.5684
4821,21,-7.6304,4.9381
4822,22,-8.7585,5.6504
4823,23,-8.2493,4.7532
4824,0,-8.3699,5.9277
4825,1,-9.0105,5.8353
4826,2,-6.8478,2.4698
4827,3,-6.6404,2.0559
4828,4,-8.4127,3.3512
4829,5,-7.2536,5.3144
4830,6,16.8117,4.6271
4831,7,193.8606,4.493
4832,8,266.7793,4.6295
4833,9,381.5688,2.6502
4834,10,557.3357,1.642
4835,11,851.608,2.415
4836,12,412.342,3.3563
4837,13,295.4308,5.5508
4838,14,349.0635,7.7592
4839,15,893.3322,4.6092
4840,16,673.781,5.5993
4841,17,462.0822,7.2151
4842,18,334.307,5.1157
4843,19,38.7509,5.5814
4844,20,-5.5606,4.8749
4845,21,-10.4542,3.7712
4846,22,-8.981,2.3223
4847,23,-8.8769,3.2467
4848,0,-8.5293,2.471
4849,1,-7.7023,2.1124
4850,2,-7.5518,1.4407
4851,3,-7.8219,2.2169
4852,4,-9.7505,9.2176
4853,5,-9.3,9.73
4854,6,65.197,8.5512
4855,7,246.5728,7.8752
4856,8,456.312,6.6957
4857,9,638.7437,6.17
4858,10,825.0445,6.2191
4859,11,940.2802,5.9382
4860,12,917.5475,8.324
4861,13,1070.2362,8.1095
4862,14,906.5993,7.8244
4863,15,551.9085,6.1604
4864,16,343.6285,4.7646
4865,17,180.4027,3.8441
4866,18,105.5779,4.0796
4867,19,93.5952,4.3497
4868,20,-6.6087,2.9163
4869,21,-9.6185,2.7205
4870,22,-10.0503,3.7693
4871,23,-9.804,3.3545
4872,0,-9.1499,1.6878
4873,1,-9.9529,4.6706
4874,2,-8.6103,2.1808
4875,3,-8.8796,2.7321
4876,4,-8.947,2.7198
4877,5,-6.7456,1.7783
4878,6,63.6922,2.4237
4879,7,250.2212,1.395
4880,8,455.8723,3.4789
4881,9,634.261,2.4558
4882,10,748.824,3.1257
4883,11,821.2025,2.906
4884,12,929.128,3.4515
4885,13,709.378,2.4403
4886,14,666.6718,2.8854
4887,15,643.4622,2.6884
4888,16,557.1513,2.5407
4889,17,410.2275,2.995
4890,18,243.0732,1.819
4891,19,90.2897,1.3663
4892,20,-8.1726,2.7047
4893,21,-10.0961,5.3046
4894,22,-9.8865,1.7413
4895,23,-10.4632,3.2313
4896,0,-10.3253,3.4691
4897,1,-9.8967,5.5387
4898,2,-10.412,4.8276
4899,3,-9.7863,4.1273
4900,4,-9.9709,3.5905
4901,5,-7.7546,4.6448
4902,6,74.1065,4.9001
4903,7,258.6481,5.4879
4904,8,282.5712,3.9882
4905,9,344.802,2.5442
4906,10,308.1477,3.4003
4907,11,448.7465,4.1073
4908,12,634.868,3.6376
4909,13,364.1908,7.8227
4910,14,278.0688,8.5083
4911,15,125.2422,11.3379
4912,16,96.6721,10.5117
4913,17,35.1379,12.2985
4914,18,54.5658,11.8569
4915,19,26.1593,5.9948
4916,20,-6.7216,6.7051
4917,21,-10.4232,7.1615
4918,22,-9.3233,5.2569
4919,23,-9.6081,6.405
4920,0,-8.7178,2.8766
4921,1,-8.3111,3.0287
4922,2,-8.7279,2.7463
4923,3,-10.7459,5.7947
4924,4,-10.4477,6.8521
4925,5,-9.6163,7.5661
4926,6,59.2032,7.2076
4927,7,240.1478,5.5202
4928,8,449.1495,2.523
4929,9,608.8983,1.8979
4930,10,785.1363,2.8356
4931,11,937.637,3.0475
4932,12,1004.4397,2.8936
4933,13,1016.857,2.878
4934,14,693.5657,2.7781
4935,15,826.1122,4.0172
4936,16,547.3725,3.6599
4937,17,365.5822,3.4203
4938,18,255.5792,3.3328
4939,19,88.4405,3.9297
4940,20,-9.2342,2.9678
4941,21,-9.7687,3.7249
4942,22,-9.9402,3.6768
4943,23,-9.0191,1.9439
4944,0,-9.7696,4.6456
4945,1,-9.3384,3.1168
4946,2,-9.3314,1.7171
4947,3,-9.9887,1.9561
4948,4,-9.1096,2.661
4949,5,-7.8935,1.8072
4950,6,53.332,2.8588
4951,7,243.135,1.609
4952,8,454.3168,1.6178
4953,9,640.3642,2.0117
4954,10,839.0767,2.399
4955,11,822.7772,2.3519
4956,12,745.0382,3.0292
4957,13,660.788,3.9553
4958,14,191.3656,11.732
4959,15,409.7547,4.788
4960,16,344.8282,4.3978
4961,17,338.899,5.5375
4962,18,198.7836,5.6419
4963,19,63.6017,4.2943
4964,20,-8.7279,3.7643
4965,21,-9.2631,6.1897
4966,22,-10.3539,6.6651
4967,23,-8.9958,6.2194
4968,0,-8.3824,4.9112
4969,1,-7.8122,3.5793
4970,2,-7.8189,3.8877
4971,3,-7.9837,1.476
4972,4,-7.6368,1.1797
4973,5,-7.0492,1.5101
4974,6,59.5121,2.8851
4975,7,191.625,1.5694
4976,8,458.2527,0.7162
4977,9,626.2258,2.166
4978,10,768.3845,2.6691
4979,11,949.9608,2.5215
4980,12,414.9005,2.3511
4981,13,629.4173,2.0019
4982,14,856.0432,3.0835
4983,15,639.8172,2.7472
4984,16,309.8957,1.9138
4985,17,263.7656,2.2753
4986,18,237.2538,2.5862
4987,19,83.0251,7.5784
4988,20,-12.7325,11.1275
4989,21,-14.1728,7.4488
4990,22,-13.5441,5.6882
4991,23,-11.7589,4.2045
4992,0,-10.6017,4.3134
4993,1,-9.9637,7.4681
4994,2,-13.5754,11.5162
4995,3,-13.679,8.4848
4996,4,-11.1273,8.0037
4997,5,-8.8373,6.7577
4998,6,56.8746,7.9929
4999,7,234.5552,9.4037
5000,8,448.461,5.3451
5001,9,632.9153,0.3284
5002,10,772.9037,0.3284
5003,11,929.492,0.4862
5004,12,995.5105,0.3284
5005,13,995.2538,0.3284
5006,14,935.8633,1.5501
5007,15,824.0072,3.4469
5008,16,648.0963,3.4954
5009,17,440.074,4.4074
5010,18,208.0499,4.7734
5011,19,17.9123,3.8913
5012,20,-7.4056,4.9913
5013,21,-8.9815,3.2844
5014,22,-8.9468,3.5026
5015,23,-9.437,3.6106
5016,0,-9.1971,3.7586
5017,1,-9.3243,3.9907
5018,2,-9.1694,3.1672
5019,3,-9.1159,3.5608
5020,4,-8.2622,3.5569
5021,5,-8.0469,2.9264
5022,6,44.7061,2.0234
5023,7,228.4905,1.8967
5024,8,439.2517,2.8148
5025,9,624.735,2.0226
5026,10,761.8565,2.6082
5027,11,917.223,3.0563
5028,12,981.902,3.2633
5029,13,980.1583,2.9979
5030,14,926.7195,2.5922
5031,15,770.0275,3.3124
5032,16,532.2679,3.7177
5033,17,300.9599,4.2503
5034,18,208.8911,6.3982
5035,19,39.5978,5.0241
5036,20,-0.8798,3.3781
5037,21,0.5626,2.1133
5038,22,3.1666,3.7961
5039,23,-0.66,2.4146
5040,0,-0.427,3.6373
5041,1,-1.7331,3.7432
5042,2,-2.2443,4.6296
5043,3,-3.2787,3.2354
5044,4,-3.8388,1.5728
5045,5,-0.1179,3.7828
5046,6,56.6022,3.7707
5047,7,230.7513,2.999
5048,8,397.844,1.2164
5049,9,564.619,1.3758
5050,10,763.0755,2.657
5051,11,912.9635,2.8827
5052,12,982.0092,3.9139
5053,13,985.1107,4.3465
5054,14,929.8885,3.6959
5055,15,821.875,3.822
5056,16,645.8425,3.7886
5057,17,431.1448,3.943
5058,18,238.1612,4.0829
5059,19,57.6373,3.3461
5060,20,-14.1212,3.461
5061,21,-6.7765,3.5457
5062,22,-5.1979,4.4026
5063,23,-3.0055,3.6964
5064,0,-3.9539,5.5229
5065,1,-3.4967,3.5503
5066,2,-2.3506,1.795
5067,3,-1.5763,3.7647
5068,4,-3.1398,2.5993
5069,5,-1.4325,1.7529
5070,6,53.5325,0.9896
5071,7,219.8808,1.3119
5072,8,377.1667,1.7761
5073,9,547.2763,2.2506
5074,10,748.6705,2.1958
5075,11,940.2583,4.0745
5076,12,648.3372,3.7883
5077,13,650.8025,3.6017
5078,14,730.5445,3.6672
5079,15,722.1423,4.5638
5080,16,335.2185,3.7878
5081,17,436.2535,4.6166
5082,18,193.1262,6.7478
5083,19,33.9911,6.8635
5084,20,-8.5257,4.8716
5085,21,-5.5712,4.8005
5086,22,-5.0054,5.3278
5087,23,-2.9865,3.7484
5088,0,-1.6355,2.8145
5089,1,-0.8303,2.6385
5090,2,-3.4179,1.6468
5091,3,-2.3861,1.1379
5092,4,-0.2054,3.8317
5093,5,-0.4396,4.0244
5094,6,55.0312,1.3311
5095,7,221.7107,1.1482
5096,8,380.8383,0.9845
5097,9,545.4248,1.6826
5098,10,767.5847,1.6416
5099,11,909.6585,2.0151
5100,12,983.9522,2.1962
5101,13,860.7498,2.9507
5102,14,858.5542,3.8863
5103,15,841.1193,4.7818
5104,16,449.267,3.0736
5105,17,211.8675,2.3384
5106,18,134.2363,2.8233
5107,19,29.7128,2.5726
5108,20,-7.7488,3.6597
5109,21,-6.2868,2.9276
5110,22,-3.1483,4.028
5111,23,-1.4267,2.7824
5112,0,-3.0793,2.9961
5113,1,-3.9262,3.5268
5114,2,-5.2969,3.6396
5115,3,-3.5568,1.2091
5116,4,-1.3697,0.8872
5117,5,-1.2815,2.2736
5118,6,57.43,1.9054
5119,7,89.9281,2.9327
5120,8,341.8549,1.7782
5121,9,515.6502,2.3482
5122,10,740.1812,1.4263
5123,11,836.0497,2.9984
5124,12,892.4357,3.0255
5125,13,570.7708,2.3767
5126,14,258.1998,5.1919
5127,15,353.2593,5.3858
5128,16,184.8362,5.9155
5129,17,171.7422,11.1497
5130,18,142.8531,9.5396
5131,19,21.5914,6.95
5132,20,-2.5202,3.6464
5133,21,-1.8032,5.3195
5134,22,-0.6362,8.7534
5135,23,-0.1056,7.3883
5136,0,-1.8741,3.8495
5137,1,-4.7337,1.2779
5138,2,-4.8145,1.1993
5139,3,-1.6567,1.5018
5140,4,-0.595,0.4703
5141,5,-0.6978,1.6127
5142,6,23.7636,1.4961
5143,7,128.8662,2.7028
5144,8,289.5527,1.6454
5145,9,408.3345,0.9907
5146,10,263.8285,2.2212
5147,11,207.0883,1.6475
5148,12,382.1708,2.6963
5149,13,453.2463,4.1681
5150,14,297.2047,4.1288
5151,15,244.8872,5.3731
5152,16,251.5508,5.1184
5153,17,376.05,6.6475
5154,18,191.648,6.5291
5155,19,24.5841,6.3622
5156,20,-5.8697,4.5774
5157,21,-4.5363,5.8381
5158,22,-5.4684,2.8522
5159,23,-2.0663,4.0536
5160,0,-2.9075,4.1595
5161,1,-3.4255,2.3643
5162,2,-3.4941,1.9201
5163,3,2.7626,3.0061
5164,4,3.2371,3.766
5165,5,0.1237,5.5048
5166,6,40.748,3.9878
5167,7,227.8765,3.1007
5168,8,211.8558,4.8008
5169,9,189.0277,2.1179
5170,10,340.5648,2.9682
5171,11,738.9153,7.3228
5172,12,951.8753,6.104
5173,13,996.8017,4.4444
5174,14,950.7195,7.7739
5175,15,666.048,9.8593
5176,16,532.6398,8.4204
5177,17,422.4383,7.6326
5178,18,228.6041,6.2964
5179,19,51.9331,4.7259
5180,20,-11.916,1.7912
5181,21,-6.85,4.9724
5182,22,-8.8658,4.6721
5183,23,-4.37,4.1215
5184,0,-3.0712,3.1329
5185,1,-0.8257,2.4052
5186,2,-1.6658,3.5751
5187,3,-1.9306,1.8339
5188,4,-2.8112,1.7348
5189,5,-1.4518,0.9895
5190,6,47.332,1.4279
5191,7,221.5765,1.3319
5192,8,377.014,2.0352
5193,9,561.396,2.3789
5194,10,784.2927,3.9065
5195,11,910.8465,4.872
5196,12,984.4425,4.0077
5197,13,851.5893,5.5573
5198,14,723.3927,5.079
5199,15,496.8362,7.5372
5200,16,434.1262,7.1462
5201,17,239.3262,5.5952
5202,18,158.9057,6.9136
5203,19,34.6826,6.4994
5204,20,-8.2047,3.9183
5205,21,-4.6839,4.1128
5206,22,-4.7475,4.4334
5207,23,-3.3772,2.8291
5208,0,-4.5325,1.7053
5209,1,-3.6137,3.054
5210,2,-2.7459,3.4827
5211,3,-1.882,3.917
5212,4,4.1711,6.3397
5213,5,-0.6556,7.2439
5214,6,43.486,7.2058
5215,7,144.782,8.5243
5216,8,198.0455,5.7125
5217,9,364.7083,8.371
5218,10,714.0093,7.8679
5219,11,871.0508,10.6735
5220,12,692.1985,10.2197
5221,13,702.3783,6.9827
5222,14,604.3178,6.4057
5223,15,562.095,8.0259
5224,16,430.2155,7.9014
5225,17,247.5095,6.1897
5226,18,132.0202,4.9137
5227,19,41.8094,4.3069
5228,20,-7.4829,5.6384
5229,21,-6.3973,5.2014
5230,22,-4.0424,5.3958
5231,23,-6.5005,4.6095
